fetched_at_utc,input_lat,input_lon,input_station_name,aqi,station_id,station_name,dominant_pollutant,pm25,pm10,o3,no2,so2,co,t,h,w,time_station,error
2026-03-19 13:00:00,25.266872,82.993827,,47,13691,"IESD Banaras Hindu University, Varanasi, India",pm10,23.1,46.7,0.1,0.6,10.4,0.6,25.3,49.6,1.25,2026-03-19 18:30:00,
2026-03-19 13:00:00,26.730453,83.434726,,133,13730,"Madan Mohan Malaviya University of Technology, Gorakhpur, India",pm25,133.1,62.9,1.4,3.3,14.5,0.6,21.7,80.3,1.77,2026-03-19 18:30:00,
2026-03-19 13:00:00,26.506522,80.251938,,96,13725,"NSI Kalyanpur, Kanpur, India",pm25,95.9,62.6,4.9,6.9,3.4,7.6,21.9,85.8,1.95,2026-03-19 18:30:00,
2026-03-19 13:00:00,26.757417,84.63328,,93,13716,"Gandak Colony, Motihari, India",pm25,93.0,50.4,0.8,2.5,1.0,5.3,30.0,91.9,1.45,2026-03-19 18:30:00,
2026-03-19 13:00:00,27.096763,78.341763,,55,13734,"Nagla Bhau, Firozabad, India",pm25,54.9,37.0,2.2,5.0,5.8,2.4,34.2,85.7,1.04,2026-03-19 18:30:00,
2026-03-19 13:00:00,25.621856,85.097179,,128,12742,"Samanpura, Patna, India",pm25,127.6,62.2,2.0,13.3,1.5,11.5,23.0,92.9,0.85,2026-03-19 18:30:00,
2026-03-19 13:00:00,27.088448,78.014354,,138,13873,"Rohta, Agra, India",pm25,138.4,51.5,4.1,5.0,4.1,3.0,33.8,89.6,3.92,2026-03-19 18:30:00,
2026-03-19 13:00:00,25.416145,87.112239,,94,13804,"Mariam Nagar, Purnia, India",pm25,93.7,40.4,7.2,2.0,4.7,9.1,33.3,89.3,4.02,2026-03-19 18:30:00,
2026-03-19 13:00:00,26.210445,78.203788,,86,12817,"City Center, Gwalior, India",pm25,86.1,51.3,9.2,17.6,5.6,5.6,20.8,78.4,1.53,2026-03-19 18:30:00,
2026-03-19 13:00:00,8.559286,76.8841507,,61,12824,"Kariavattom, Thiruvananthapuram, India",pm25,61.3,45.6,9.8,1.9,1.4,9.0,27.0,88.4,1.53,2026-03-19 18:30:00,
2026-03-19 13:00:00,8.8872399,76.5908768,,62,12891,"Polayathode, Kollam, India",pm25,61.5,44.3,9.3,3.1,1.0,1.7,26.3,100.0,1.78,2026-03-19 18:30:00,
2026-03-19 13:00:00,24.756252,84.979142,,75,12815,"SFTI Kusdihra, Gaya, India",pm25,75.1,45.8,6.9,6.5,2.6,3.5,19.9,58.5,0.12,2026-03-19 18:30:00,
2026-03-19 13:00:00,12.418882,75.732377,,82,13719,"Stuart Hill, Madikeri, India",pm25,82.1,29.2,0.9,,2.3,2.1,23.7,92.3,0.35,2026-03-19 18:30:00,
2026-03-19 13:00:00,12.877853,74.850246,,74,13718,"Kadri, Mangalore, India",pm25,74.5,41.5,19.1,3.8,,,24.2,85.6,1.45,2026-03-19 18:30:00,
2026-03-19 13:00:00,27.104351,93.695268,,76,13802,"Naharlagun, Naharlagun, India",pm25,76.4,38.9,1.9,2.3,2.8,1.6,17.5,98.3,0.27,2026-03-19 18:30:00,
2026-03-19 13:00:00,23.7433532,92.7382756,,52,12809,"Sikulpuikawn, Aizawl, India",pm25,52.0,31.8,2.3,0.3,4.8,0.5,19.3,75.5,1.59,2026-03-19 18:30:00,
2026-03-19 13:00:00,13.40765,80.10879,,123,13807,"Anthoni Pillai Nagar, Gummidipoondi, India",pm25,123.1,60.4,,7.6,5.5,,28.0,80.0,0.99,2026-03-19 18:30:00,
2026-03-19 13:00:00,25.622046,85.126717,,142,8674,"IGSC Planetarium Complex, Patna, India",pm25,141.8,,17.0,0.6,4.0,4.2,37.5,81.2,0.89,2026-03-19 18:30:00,
2026-03-19 13:00:00,32.110199,76.536747,,65,11310,"Ratanpura, Rupnagar, India",pm25,64.7,40.7,,0.4,5.7,5.6,16.3,96.6,2.88,2026-03-19 18:30:00,
2026-03-19 13:00:00,24.935398,76.36967,,116,11285,"Shrinath Puram, Kota, India",pm25,116.4,60.9,4.8,3.2,2.8,3.2,18.6,82.1,0.98,2026-03-19 18:30:00,
2026-03-19 13:00:00,26.259728,74.270355,,105,11311,"Civil Lines, Ajmer, India",pm25,104.9,62.8,1.4,9.5,3.9,4.9,21.1,98.6,0.53,2026-03-19 18:30:00,
2026-03-19 13:00:00,29.053559,77.711551,,59,12430,"Pallavpuram Phase 2, Meerut, India",pm25,59.1,52.5,3.3,10.1,3.7,5.7,29.0,90.7,0.57,2026-03-19 18:30:00,
2026-03-19 13:00:00,28.981529,77.717985,,83,12432,"Ganga Nagar, Meerut, India",pm25,83.2,33.8,2.6,26.5,6.6,6.2,26.6,93.7,0.99,2026-03-19 18:30:00,
2026-03-19 13:00:00,25.54117,85.0235,,103,12888,"DRM Office Danapur, Patna, India",pm25,103.2,46.7,10.8,13.4,2.1,6.5,23.3,89.5,0.65,2026-03-19 18:30:00,
2026-03-19 13:00:00,25.619273,85.10641,,115,12743,"Rajbansi Nagar, Patna, India",pm25,115.4,56.2,9.7,3.2,1.8,2.2,23.1,94.5,1.1,2026-03-19 18:30:00,
2026-03-19 13:00:00,14.586388,76.665051,,115,14148,"Gulzarpet, Anantapur, India",pm25,115.3,43.4,9.3,5.0,2.7,5.0,23.4,78.1,0.09,2026-03-19 18:30:00,
2026-03-19 13:00:00,26.107334,91.583266,,35,13729,"Pan Bazaar, Guwahati, India",pm25,35.3,12.7,3.7,0.1,2.3,2.7,20.2,92.3,0.77,2026-03-19 18:30:00,
2026-03-19 13:00:00,12.317074,76.638276,,35,12439,"Hebbal 1st Stage, Mysuru, India",pm25,35.0,32.8,1.0,5.4,0.7,1.2,26.9,97.9,0.0,2026-03-19 18:30:00,
2026-03-19 13:00:00,23.204794,74.402447,,71,11860,"Shasthri Nagar, Ratlam, India",pm25,71.2,51.4,,5.8,12.8,,32.3,43.9,1.01,2026-03-19 18:30:00,
2026-03-19 13:00:00,28.190171,75.389875,,142,11846,"Shastri Nagar, Narnaul, India",pm25,142.2,56.5,1.9,18.3,2.3,3.7,15.5,32.0,4.81,2026-03-19 18:30:00,
2026-03-19 13:00:00,20.270555,73.010617,,127,12448,"Phase-1 GIDC, Vapi, India",pm25,126.6,62.5,4.3,3.5,4.2,,22.4,,0.13,2026-03-19 18:30:00,
2026-03-19 13:00:00,24.7545772,93.92788825,,74,13724,"PWD Juction, Kohima, India",pm25,74.5,36.1,0.2,1.0,5.7,1.0,18.0,54.4,0.58,2026-03-19 18:30:00,
2026-03-19 13:00:00,30.327552,78.035881,,51,14698,"Doon University, Dehradun, India",pm25,50.6,12.8,2.4,0.1,0.4,0.4,16.4,97.6,0.26,2026-03-19 18:30:00,
2026-03-19 13:00:00,21.824072,84.154534,,106,11427,"GM Office, Brajrajnagar, India",pm25,105.7,62.0,14.3,1.8,5.8,8.0,28.0,68.9,0.01,2026-03-19 18:30:00,
2026-03-19 13:00:00,22.52805,82.55808,,107,13742,"Mangala, Bilaspur, India",pm25,107.4,64.6,,8.8,7.0,5.8,20.9,52.9,0.25,2026-03-19 18:30:00,
2026-03-19 13:00:00,28.7301654,77.1679057,,164,10113,"ITI Jahangirpuri, Delhi, Delhi, India",pm25,164.1,99.6,3.7,11.1,11.4,3.8,19.0,91.5,1.53,2026-03-19 18:30:00,
2026-03-19 14:00:00,28.6109477,77.03845634,,135,10119,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",pm25,135.3,89.9,4.9,10.3,6.4,8.4,20.0,90.6,0.27,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.6281909,77.2410437,,117,3715,"ITO, Delhi, Delhi, India",pm25,116.6,59.4,8.4,10.3,10.4,0.1,17.5,95.2,4.11,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.75081525,77.11627652,,130,9290,"DTU, Delhi, Delhi, India",pm25,130.3,54.1,6.7,19.6,11.0,0.1,17.0,96.5,0.93,2026-03-19 19:30:00,
2026-03-19 14:00:00,18.388855,81.683361,,46,11303,"Anand Kala Kshetram, Rajamahendravaram, India",pm25,46.4,20.6,3.1,10.5,5.0,2.2,29.5,68.7,1.7,2026-03-19 19:30:00,
2026-03-19 14:00:00,27.550006,76.611703,,121,11866,"Moti Doongri, Alwar, India",pm25,121.3,65.3,2.4,12.1,6.7,0.9,21.4,36.4,1.04,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.202045,76.817954,,112,12446,"Municipal Corporation Office, Dharuhera, India",pm25,112.1,60.2,8.3,12.3,1.8,3.1,16.4,95.8,,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.687581,79.370366,,56,12427,"Marhatal, Jabalpur, India",pm25,55.7,26.6,7.6,8.0,3.3,5.2,27.2,80.0,0.71,2026-03-19 19:30:00,
2026-03-19 14:00:00,21.862938,70.909236,,66,13747,"SAC ISRO Bopal, Ahmedabad, India",pm25,65.6,30.5,0.1,5.6,1.5,4.1,17.1,98.4,0.12,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.703568,88.536384,,56,9145,"Rabindra Bharati University, Kolkata, India",pm25,55.5,29.4,7.9,12.2,2.8,3.5,24.8,85.2,0.54,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.894094,75.79277,,82,11291,"Police Commissionerate, Jaipur, India",pm25,82.3,33.1,6.3,35.7,7.2,9.2,16.6,28.3,0.4,2026-03-19 19:30:00,
2026-03-19 14:00:00,24.576885,73.709683,,106,11289,"Indira Colony Vistar, Pali, India",pm25,106.1,43.1,4.4,5.7,3.8,1.9,20.9,92.0,1.22,2026-03-19 19:30:00,
2026-03-19 14:00:00,24.8052378,85.0287384,,156,13808,"Kareemganj, Gaya, India",pm10,158.4,156.2,6.8,3.3,13.7,0.7,30.2,64.5,1.52,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.702714,77.193991,,145,10115,"Satyawati College, Delhi, Delhi, India",pm25,145.0,80.9,2.9,7.9,7.5,5.2,20.0,91.2,0.53,2026-03-19 19:30:00,
2026-03-19 14:00:00,31.230175,75.762694,,58,11299,"Civil Line, Jalandhar, India",pm25,58.3,35.5,10.9,9.9,6.8,8.6,16.1,93.3,1.56,2026-03-19 19:30:00,
2026-03-19 14:00:00,15.33663,75.125215,,60,12810,"Vidayagiri, Bagalkot, India",pm25,59.7,35.6,4.5,3.2,2.1,1.7,29.9,99.1,0.8,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.893438,76.608948,,103,12447,"Arya Nagar, Bahadurgarh, India",pm25,103.1,,5.7,4.1,2.3,6.0,-0.2,,2.25,2026-03-19 19:30:00,
2026-03-19 14:00:00,27.439746,75.695806,,121,11304,"Shastri Nagar, Jaipur, India",pm25,121.3,44.7,6.4,9.6,5.0,3.1,16.4,99.5,0.96,2026-03-19 19:30:00,
2026-03-19 14:00:00,25.46445,80.34791,,96,13727,"FTI Kidwai Nagar, Kanpur, India",pm25,96.0,46.1,3.7,7.0,7.9,5.1,22.1,76.9,0.84,2026-03-19 19:30:00,
2026-03-19 14:00:00,12.9151772,77.6102821,,81,11293,"Silk Board, Bengaluru, India",pm25,80.9,61.9,4.6,6.4,0.8,2.4,27.4,54.3,0.49,2026-03-19 19:30:00,
2026-03-19 14:00:00,13.0330515,77.5332233,,43,8687,"SaneguravaHalli, Bangalore, India",pm10,,42.9,,1.9,2.0,2.9,19.5,58.6,0.22,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.9695395,79.3797979,,33,14132,"Rajendra Nagar, Bareilly, India",pm25,33.2,18.2,3.7,3.1,14.0,3.7,19.2,85.2,0.83,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.838964,75.246586,,42,9146,"More Chowk, Waluj, Aurangabad, India",pm25,42.5,17.9,3.0,6.6,4.1,3.2,17.5,100.0,0.53,2026-03-19 19:30:00,
2026-03-19 14:00:00,30.85077,75.706631,,74,11272,"Punjab Agricultural University, Ludhiana, India",pm25,73.9,35.1,9.1,10.2,6.6,9.5,21.6,100.0,0.36,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.806013,86.193541,,100,11271,"Asansol Court Area, Asansol, India",pm25,99.6,45.4,4.9,6.0,11.4,7.1,23.1,61.8,0.98,2026-03-19 19:30:00,
2026-03-19 14:00:00,31.622369,74.87966,,49,11321,"Golden Temple, Amritsar, India",pm25,48.6,32.9,13.0,41.8,7.0,6.2,23.0,69.3,0.71,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.7908341,80.8701804,,126,8188,"Talkatora, Lucknow, India",pm25,126.5,51.8,4.7,12.8,1.7,3.3,21.4,53.4,0.7,2026-03-19 19:30:00,
2026-03-19 14:00:00,13.013582,80.22441,,79,11279,"Velachery Res. Area, Chennai, Chennai, India",pm25,78.6,30.3,1.9,4.4,2.4,,25.7,80.4,0.29,2026-03-19 19:30:00,
2026-03-19 14:00:00,18.483194,73.809359,,70,11898,"Nerul, Navi Mumbai, India",pm25,69.9,38.8,5.8,13.8,4.8,6.2,25.3,70.9,0.67,2026-03-19 19:30:00,
2026-03-19 14:00:00,10.524873,76.189119,,66,13693,"Corporation Ground, Thrissur, India",pm25,65.6,52.2,9.8,2.3,0.1,1.4,25.1,100.0,1.0,2026-03-19 19:30:00,
2026-03-19 14:00:00,21.154924,79.078932,,75,12444,"Opp GPO Civil Lines, Nagpur, India",pm25,75.4,46.8,7.2,2.2,0.4,0.2,21.4,73.2,1.04,2026-03-19 19:30:00,
2026-03-19 14:00:00,20.00601,73.781441,,61,11283,"Gangapur Road, Nashik, India",pm10,57.4,60.7,9.2,1.4,1.5,3.8,17.9,70.2,1.46,2026-03-19 19:30:00,
2026-03-19 14:00:00,13.127883,80.2698783,,62,13739,"Kodungaiyur, Chennai, Chennai, India",pm25,62.1,38.9,9.6,3.5,1.9,4.9,28.9,71.3,0.31,2026-03-19 19:30:00,
2026-03-19 14:00:00,10.825638,78.686358,,91,13698,"Jawahar Nagar, Puducherry, India",pm25,90.7,37.5,1.1,7.9,2.1,4.3,26.4,87.6,0.51,2026-03-19 19:30:00,
2026-03-19 14:00:00,21.613904,73.047958,,116,12823,"GIDC, Nandesari, India",pm25,116.2,66.6,,92.1,1.1,,19.8,88.3,1.24,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.975292,72.643021,,112,12451,"Phase-4 GIDC, Vatva, India",pm25,112.4,99.4,10.4,32.0,10.7,23.0,18.9,86.7,1.4,2026-03-19 19:30:00,
2026-03-19 14:00:00,24.245881,80.727373,,12,11864,"Sahilara, Maihar, India",pm10,18.8,12.1,,2.0,3.1,4.5,23.9,47.3,0.44,2026-03-19 19:30:00,
2026-03-19 14:00:00,23.864212,78.747389,,46,12821,"Deen Dayal Nagar, Sagar, India",pm25,46.5,37.4,,1.0,0.8,3.9,20.5,72.6,1.5,2026-03-19 19:30:00,
2026-03-19 14:00:00,25.353019,78.63686,,74,13877,"Shivaji Nagar, Jhansi, India",pm25,74.1,36.5,0.8,1.5,2.7,1.4,20.3,84.4,0.56,2026-03-19 19:30:00,
2026-03-19 14:00:00,13.07,80.212517,,67,13740,"Arumbakkam, Chennai, Chennai, India",pm10,60.7,66.8,,5.2,0.7,,25.3,90.7,0.47,2026-03-19 19:30:00,
2026-03-19 14:00:00,12.952886,80.216424,,65,13738,"Perungudi, Chennai, Chennai, India",pm25,65.2,45.9,1.0,2.0,1.3,4.9,29.2,94.2,0.34,2026-03-19 19:30:00,
2026-03-19 14:00:00,13.093387,80.287647,,93,13737,"Royapuram, Chennai, Chennai, India",pm25,92.6,56.1,5.7,3.3,2.3,5.6,26.0,84.3,0.67,2026-03-19 19:30:00,
2026-03-19 14:00:00,12.9579101,79.1448999,,29,9069,"Tirumala-APPCB, Tirupati, India",o3,39.2,28.7,28.6,21.7,1.3,2.2,29.7,83.7,0.36,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.5894262,77.2128306,,125,10122,"Lodhi Road, Delhi, Delhi, India",pm25,125.2,83.2,10.6,5.2,,0.1,17.0,92.9,4.02,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.2267228,72.8619328,,52,13714,"Borivali East MPCB, Mumbai, India",pm25,52.2,41.4,2.7,0.8,4.2,2.6,24.8,100.0,21.85,2026-03-19 19:30:00,
2026-03-19 14:00:00,18.762433,73.815469,,100,12462,"Khadakpada, Kalyan, India",pm25,100.5,53.7,2.7,10.6,0.1,,24.8,71.6,0.67,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.858816,89.38094,,54,14697,"Zero Point GICI, Gangtok, India",pm25,54.4,14.6,5.5,2.0,0.3,0.9,8.1,,,2026-03-19 19:30:00,
2026-03-19 14:00:00,17.929851,77.481988,,77,14126,"IITH Kandi, Hyderabad, India",pm25,77.1,49.6,9.4,4.3,3.4,3.8,27.5,95.4,0.24,2026-03-19 19:30:00,
2026-03-19 14:00:00,34.06944,74.825,,27,13694,"Rajbagh, Srinagar, India",pm25,26.6,14.9,0.2,,1.0,2.0,7.4,100.0,0.06,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.98452765,72.52806303,,43,13749,"Gyaspur, Ahmedabad, India",pm25,43.2,36.0,0.1,22.0,10.4,0.7,17.6,100.0,0.02,2026-03-19 19:30:00,
2026-03-19 14:00:00,21.200086,81.353446,,20,13875,"Civic Center, Bhilai, India",pm25,20.3,12.6,3.0,3.2,2.2,4.1,21.7,68.7,0.97,2026-03-19 19:30:00,
2026-03-19 14:00:00,23.8148452,91.2680827,,114,14139,"Bardowali, Agartala, India",pm25,114.1,59.4,0.9,5.8,0.6,2.4,21.4,93.1,0.24,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.174722,91.774975,,59,11844,"Railway Colony, Guwahati, India",pm25,59.1,22.5,,1.0,1.4,2.7,20.1,48.7,0.56,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.043878,72.893456,,70,12464,"Sion, Mumbai, India",pm25,70.0,50.7,5.8,7.8,0.2,2.4,25.1,84.5,0.97,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.488447,77.091247,,51,10126,"Aya Nagar, Delhi, Delhi, India",pm10,26.1,50.7,4.0,6.4,,0.1,17.2,92.9,4.16,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.975926,79.236644,,44,9147,"MIDC Khutala, Chandrapur, India",pm10,43.6,43.7,8.3,3.2,0.5,6.2,35.0,80.9,1.08,2026-03-19 19:30:00,
2026-03-19 14:00:00,14.466562,75.919734,,38,13695,"Vinoba Nagara, Shivamogga, India",pm25,37.5,21.3,8.8,6.4,1.8,2.2,20.3,98.5,0.82,2026-03-19 19:30:00,
2026-03-19 14:00:00,25.03967,86.90247,,79,13815,"DM Office_Kachari Chowk, Bhagalpur, India",pm25,78.9,42.8,6.0,2.2,11.5,2.0,33.7,90.8,2.15,2026-03-19 19:30:00,
2026-03-19 14:00:00,29.03976,77.09024,,144,11861,"Murthal, Sonipat, India",pm25,144.4,103.6,7.5,3.9,2.4,4.8,15.3,100.0,0.15,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.106396,77.370496,,103,12449,"Shyam Nagar, Palwal, India",pm25,103.0,49.4,2.2,7.6,3.3,13.5,17.0,98.2,1.66,2026-03-19 19:30:00,
2026-03-19 14:00:00,31.109083,77.16379,,84,14131,"HIMUDA Complex Phase-1, Baddi, India",pm25,84.0,48.4,3.2,5.2,9.2,7.3,32.6,93.9,0.44,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.659917,87.737287,,51,11320,"Padmapukur, Howrah, India",pm10,39.3,51.1,4.0,6.3,3.5,11.7,24.9,95.0,0.42,2026-03-19 19:30:00,
2026-03-19 14:00:00,27.4894645,94.5425052,,43,14696,"Girls College, Sivasagar, India",pm25,43.3,13.8,8.2,7.2,3.6,3.2,18.1,99.0,1.05,2026-03-19 19:30:00,
2026-03-19 14:00:00,9.9651009,76.31873137,,49,11919,"Udyogamandal, Eloor, India",pm10,46.3,48.9,4.8,1.9,0.2,1.7,24.7,100.0,0.36,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.4609135,80.3217588,,89,8187,"Nehru Nagar, Kanpur, India",pm25,89.2,42.0,2.0,15.2,4.4,9.3,32.8,67.2,2.55,2026-03-19 19:30:00,
2026-03-19 14:00:00,11.248138,75.7846487,,109,12819,"Thavakkara, Kannur, India",pm25,109.4,54.7,8.9,5.7,0.9,3.1,25.6,50.8,2.73,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.054979,72.84022,,68,13715,"Bandra Kurla Complex, Mumbai, India",pm25,68.5,56.9,0.2,8.4,0.6,2.8,25.5,71.8,0.78,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.154192,72.926899,,122,13710,"Khindipada-Bhandup West, Mumbai, India",pm25,121.5,46.0,0.4,5.0,1.7,2.1,25.4,34.8,0.77,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.480808,77.304862,,145,10110,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",pm25,145.2,75.0,4.8,5.9,3.7,0.1,19.8,90.0,2.11,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.728594,77.199325,,136,10125,"Burari Crossing, Delhi, Delhi, India",pm25,136.2,63.1,404.4,5.7,,0.1,17.2,93.4,4.07,2026-03-19 19:30:00,
2026-03-19 14:00:00,8.552819,76.939413,,43,9585,"Plammoodu, Thiruvananthapuram, India",pm25,43.0,25.7,6.3,0.1,4.1,2.0,27.3,90.4,0.28,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.6515829,77.1582587,,89,8179,"Shadipur, Delhi, Delhi, India",pm25,88.7,39.6,2.6,17.4,4.6,0.1,16.0,80.5,0.57,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.675872,77.321312,,125,10118,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",pm25,125.1,68.8,2.2,7.1,2.5,9.5,20.3,87.1,2.38,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.6517178,77.2219388,,137,2554,"Mandir Marg, Delhi, Delhi, India",pm25,136.6,84.6,3.6,11.4,7.9,4.9,17.1,96.0,0.37,2026-03-19 19:30:00,
2026-03-19 14:00:00,13.0005575,77.67544843,,88,12441,"BWSSB Kadabesanahalli, Bengaluru, India",pm25,88.5,71.7,5.6,4.8,1.6,5.3,19.7,85.9,1.47,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.6713863,77.1407175,,162,2555,"Punjabi Bagh, Delhi, Delhi, India",pm25,162.4,84.0,4.1,7.4,16.9,2.9,22.2,89.7,0.56,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.835925,78.776012,,61,13805,"Jigar Colony, Moradabad, India",pm25,60.8,31.7,5.7,7.7,7.7,5.6,25.4,97.1,0.54,2026-03-19 19:30:00,
2026-03-19 14:00:00,23.183491,75.767473,,56,11313,"Bhopal Chauraha, Dewas, India",pm25,56.2,53.5,10.1,25.1,13.9,4.9,25.2,76.9,0.87,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.874399,81.080741,,91,12468,"Gomti Nagar, Lucknow, India",pm25,90.7,38.3,11.7,2.2,3.7,5.1,27.0,60.8,0.12,2026-03-19 19:30:00,
2026-03-19 14:00:00,16.514,80.516,,39,11280,"Secretariat, Amaravati, India",pm10,33.0,39.3,15.6,2.8,2.9,1.6,32.2,67.7,2.02,2026-03-19 19:30:00,
2026-03-19 14:00:00,20.94927,85.23354,,91,11288,"Talcher Coalfields, Talcher, India",pm25,91.0,55.4,17.7,19.0,11.7,3.6,20.8,55.1,3.27,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.839797,80.940076,,134,8673,"Lalbagh, West Lucknow, Lucknow, India",pm25,133.5,60.2,3.6,9.9,1.4,6.2,21.3,58.9,0.62,2026-03-19 19:30:00,
2026-03-19 14:00:00,23.105366,77.196715,,55,12429,"T T Nagar, Bhopal, India",pm25,55.2,26.1,18.1,2.9,4.4,5.3,22.6,79.8,0.21,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.71821,75.89183,,131,11306,"Sector-2 Industrial Area, Pithampur, India",pm25,131.3,88.5,8.6,16.0,2.1,3.6,29.9,69.3,0.86,2026-03-19 19:30:00,
2026-03-19 14:00:00,26.281286,73.014644,,53,12433,"Collectorate, Jodhpur, India",pm25,52.6,29.7,5.1,6.5,0.5,6.4,16.7,85.8,0.93,2026-03-19 19:30:00,
2026-03-19 14:00:00,25.908268,86.72532,,68,13801,"Police Line, Saharsa, India",pm25,68.5,58.6,3.3,2.2,6.0,5.6,28.0,82.5,0.41,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.955223,77.735563,,102,11963,"Jai Bhim Nagar, Meerut, India",pm25,101.7,50.2,2.8,8.4,2.0,4.2,26.7,83.8,1.09,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.633667,77.369259,,143,11865,"Sector - 62, Noida, India",pm25,142.7,69.2,4.8,2.7,,2.8,17.1,93.7,3.59,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.75153,77.288,,144,12452,"Loni, Ghaziabad, India",pm25,143.9,79.7,1.3,7.2,4.9,8.4,32.2,78.4,3.05,2026-03-19 19:30:00,
2026-03-19 14:00:00,10.966116,76.96363,,58,11847,"SIDCO Kurichi, Coimbatore, India",pm25,57.9,28.2,4.6,0.7,8.7,4.5,23.3,51.9,0.23,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.631302,88.350583,,71,12450,"Belur Math, Howrah, India",pm25,71.4,32.5,2.9,19.8,3.7,3.4,24.9,90.5,0.69,2026-03-19 19:30:00,
2026-03-19 14:00:00,18.95389,72.839337,,46,13709,"Mazgaon, Mumbai, India",pm25,46.5,26.7,4.7,20.0,3.7,2.3,24.7,65.2,0.09,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.103355,72.838922,,18,12455,"Vile Parle West, Mumbai, India",so2,475.7,775.0,,2.9,17.8,3.8,24.4,71.7,0.81,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.099516,72.876032,,48,12454,"Kurla, Mumbai, India",pm25,48.2,40.7,6.6,1.6,10.5,1.6,25.4,100.0,44.46,2026-03-19 19:30:00,
2026-03-19 14:00:00,22.496269,88.367531,,58,12458,"Jadavpur, Kolkata, India",pm25,57.7,20.3,3.0,4.4,1.6,4.2,25.0,91.8,0.23,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.116218,72.91117,,51,12459,"Powai, Mumbai, India",pm25,51.1,25.0,3.1,1.9,3.2,,25.4,69.2,1.16,2026-03-19 19:30:00,
2026-03-19 14:00:00,19.112675,73.009176,,67,12461,"Mahape, Navi Mumbai, India",pm25,67.0,46.5,3.6,24.6,6.9,,25.3,71.1,0.77,2026-03-19 19:30:00,
2026-03-19 14:00:00,18.913541,72.816588,,63,11962,"Colaba, Mumbai, India",pm25,63.2,32.7,,9.1,6.1,8.6,25.2,69.7,0.69,2026-03-19 19:30:00,
2026-03-19 14:00:00,28.456924,77.500183,,77,11278,"Knowledge Park - III, Greater Noida, India",pm25,77.3,46.9,0.7,28.7,1.1,6.7,41.8,82.0,0.8,2026-03-19 19:30:00,
2026-03-19 14:00:00,27.229468,77.495924,,50,13689,"Omex Eternity, Vrindavan, India",pm25,50.0,27.4,4.6,7.3,4.8,2.9,30.1,95.8,1.62,2026-03-19 19:30:00,
2026-03-19 14:00:00,12.957915,77.543254,,48,11312,"Bapuji Nagar, Bengaluru, India",pm25,47.9,45.1,8.3,4.3,8.9,4.0,21.2,60.6,0.22,2026-03-19 19:30:00,
2026-03-19 14:00:00,12.971187,77.604675,,91,11270,"Hombegowda Nagar, Bengaluru, India",pm25,91.0,40.5,13.9,8.4,2.2,1.8,29.2,67.2,0.16,2026-03-19 19:30:00,
